Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (mins),Rank,Genre,combined_text,cleaned_text,KMeans_Cluster,DBSCAN_Cluster,HDBSCAN_Cluster
Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,4.5,4327,1093,Brought to you by Penguin.,522.0,29,Personal Development & Self-Help,Talking to Strangers: What We Should Know About the People We Don’t Know Brought to you by Penguin.,talking stranger know people dont know brought penguin,0,2,10
"Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex",John Gray,4.5,3970,13345,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",men mar woman venus classic guide understanding opposite sex sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Autobiography of a Yogi,Paramahansa Yogananda,4.6,2244,1126," This audio edition, featuring Academy Award winner Ben Kingsley's masterful narration, contains the complete text of Paramahansa Yogananda's life story, an absorbing account of a singular search for Truth. Yogananda describes his experiences with modern-day saints and illuminated masters of India, and presents a definitive introduction to the whole science and philosophy of Yoga.",485.5,3,Traditional Detective Mysteries,"Autobiography of a Yogi  This audio edition, featuring Academy Award winner Ben Kingsley's masterful narration, contains the complete text of Paramahansa Yogananda's life story, an absorbing account of a singular search for Truth. Yogananda describes his experiences with modern-day saints and illuminated masters of India, and presents a definitive introduction to the whole science and philosophy of Yoga.",autobiography yogi audio edition featuring academy award winner ben kingsleys masterful narration contains complete text paramahansa yoganandas life story absorbing account singular search truth yogananda describes experience modernday saint illuminated master india present definitive introduction whole science philosophy yoga,0,24,-1
Hit Refresh,Satya Nadella,4.4,841,13442,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Hit Refresh Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",hit refresh sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
FREE: Professional Integrity (A Riyria Chronicles Tale),Michael J. Sullivan,4.5,267,0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"FREE: Professional Integrity (A Riyria Chronicles Tale) 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",free professional integrity riyria chronicle tale oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
A Gentleman in Moscow,Amor Towles,4.6,16358,873,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"A Gentleman in Moscow 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",gentleman moscow oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
A Game of Thrones: Book 1 of A Song of Ice and Fire,George R. R. Martin,4.7,12923,18149,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"A Game of Thrones: Book 1 of A Song of Ice and Fire Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",game throne book song ice fire sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
The 10X Rule: The Only Difference Between Success and Failure,Grant Cardone,4.6,2729,703,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"The 10X Rule: The Only Difference Between Success and Failure Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",rule difference success failure sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,4.6,1886,11862,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",hard thing hard thing building business easy answer sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
The Bhagavad Gita,Eknath Easwaran,4.7,2021,280,"The Bhagavad Gita, ""The Song of the Lord"", is the best known of all the Indian scriptures, and Easwaran's reliable and accessible version has consistently been the best-selling translation. Easwaran's introduction places the Gita in its historical setting and brings out the universality and timelessness of its teachings. Chapter introductions give clear explanations of key concepts in that chapter. To listen to the scripture without the introductions, listeners should start at track 044. The Bhagavad Gita opens dramatically on a battlefield, as the warrior Arjuna turns in anguish to his spiritual guide, Sri Krishna, for answers to the fundamental questions of life. But as Easwaran points out, the Gita is not what it seems - it's not a dialogue between two mythical figures at the dawn of Indian history. ""The battlefield is a perfect backdrop, but the Gita's subject is the war within, the struggle for self-mastery that every human being must wage"" to live a life that is meaningful, fulfilling, and worthwhile. This audio recording is a complete and unabridged reading of Eknath Easwaran's book The Bhagavad Gita. ",485.5,3,Theology & Philosophy of Religion,"The Bhagavad Gita The Bhagavad Gita, ""The Song of the Lord"", is the best known of all the Indian scriptures, and Easwaran's reliable and accessible version has consistently been the best-selling translation. Easwaran's introduction places the Gita in its historical setting and brings out the universality and timelessness of its teachings. Chapter introductions give clear explanations of key concepts in that chapter. To listen to the scripture without the introductions, listeners should start at track 044. The Bhagavad Gita opens dramatically on a battlefield, as the warrior Arjuna turns in anguish to his spiritual guide, Sri Krishna, for answers to the fundamental questions of life. But as Easwaran points out, the Gita is not what it seems - it's not a dialogue between two mythical figures at the dawn of Indian history. ""The battlefield is a perfect backdrop, but the Gita's subject is the war within, the struggle for self-mastery that every human being must wage"" to live a life that is meaningful, fulfilling, and worthwhile. This audio recording is a complete and unabridged reading of Eknath Easwaran's book The Bhagavad Gita. ",bhagavad gita bhagavad gita song lord best known indian scripture easwarans reliable accessible version consistently bestselling translation easwarans introduction place gita historical setting brings universality timelessness teaching chapter introduction give clear explanation key concept chapter listen scripture without introduction listener start track bhagavad gita open dramatically battlefield warrior arjuna turn anguish spiritual guide sri krishna answer fundamental question life easwaran point gita seems dialogue two mythical figure dawn indian history battlefield perfect backdrop gita subject war within struggle selfmastery every human must wage live life meaningful fulfilling worthwhile audio recording complete unabridged reading eknath easwarans book bhagavad gita,1,16,2
